pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_ann_deduct_yn	pbp_d_ann_deduct_amt_type	pbp_d_ann_deduct_amt	pbp_d_ann_deduct_comb_type	pbp_d_ann_deduct_14a_yn	pbp_d_ann_deduct_bens	pbp_d_ann_deduct_inn_mc_yn	pbp_d_ann_deduct_inn_mc_cats	pbp_d_ann_deduct_inn_nmc_yn	pbp_d_ann_deduct_inn_nmc_cats	pbp_d_ann_deduct_oon_nmc_yn	pbp_d_ann_deduct_oon_nmc_cats	pbp_d_diff_deduct_yn	pbp_d_diff_deduct_cats	pbp_d_diff_deduct_1a_t1_amt	pbp_d_diff_deduct_1a_t2_amt	pbp_d_diff_deduct_1a_t3_amt	pbp_d_diff_deduct_1b_t1_amt	pbp_d_diff_deduct_1b_t2_amt	pbp_d_diff_deduct_1b_t3_amt	pbp_d_diff_deduct_2_t1_amt	pbp_d_diff_deduct_2_t2_amt	pbp_d_diff_deduct_2_t3_amt	pbp_d_diff_deduct_3_amt	pbp_d_diff_deduct_4c_amt	pbp_d_diff_deduct_5_amt	pbp_d_diff_deduct_6_amt	pbp_d_diff_deduct_7a_amt	pbp_d_diff_deduct_7b_amt	pbp_d_diff_deduct_7c_amt	pbp_d_diff_deduct_7d_amt	pbp_d_diff_deduct_7e_amt	pbp_d_diff_deduct_7f_amt	pbp_d_diff_deduct_7g_amt	pbp_d_diff_deduct_7h_amt	pbp_d_diff_deduct_7i_amt	pbp_d_diff_deduct_7j_amt	pbp_d_diff_deduct_7k_amt	pbp_d_diff_deduct_8a_amt	pbp_d_diff_deduct_8b_amt	pbp_d_diff_deduct_9a1_amt	pbp_d_diff_deduct_9a2_amt	pbp_d_diff_deduct_9b_amt	pbp_d_diff_deduct_9c_amt	pbp_d_diff_deduct_9d_amt	pbp_d_diff_deduct_10a1_amt	pbp_d_diff_deduct_10a2_amt	pbp_d_diff_deduct_10b_amt	pbp_d_diff_deduct_11a_amt	pbp_d_diff_deduct_11b_amt	pbp_d_diff_deduct_11c_amt	pbp_d_diff_deduct_12_amt	pbp_d_diff_deduct_13a_amt	pbp_d_diff_deduct_13b_amt	pbp_d_diff_deduct_13c_amt	pbp_d_diff_deduct_13d_amt	pbp_d_diff_deduct_13e_amt	pbp_d_diff_deduct_13f_amt	pbp_d_diff_deduct_13g_amt	pbp_d_diff_deduct_14b_amt	pbp_d_diff_deduct_14c_amt	pbp_d_diff_deduct_14d_amt	pbp_d_diff_deduct_14e1_amt	pbp_d_diff_deduct_14e2_amt	pbp_d_diff_deduct_14e3_amt	pbp_d_diff_deduct_14e4_amt	pbp_d_diff_deduct_14e5_amt	pbp_d_diff_deduct_14e6_amt	pbp_d_diff_deduct_15_amt	pbp_d_diff_deduct_16a_amt	pbp_d_diff_deduct_16b_amt	pbp_d_diff_deduct_17a_amt	pbp_d_diff_deduct_17b_amt	pbp_d_diff_deduct_18a_amt	pbp_d_diff_deduct_18b_amt	pbp_d_nmc_deduct_yn	pbp_d_nmc_deduct_cats	pbp_d_deduct_iha_amt	pbp_d_deduct_ihp_amt	pbp_d_deduct_snf_amt	pbp_d_deduct_cprs_amt	pbp_d_deduct_weuc_amt	pbp_d_deduct_chiro_amt	pbp_d_deduct_pod_amt	pbp_d_deduct_obs_amt	pbp_d_deduct_trans_amt	pbp_d_deduct_acupunc_amt	pbp_d_deduct_otc_amt	pbp_d_deduct_meal_amt	pbp_d_deduct_other1_amt	pbp_d_deduct_other2_amt	pbp_d_deduct_other3_amt	pbp_d_deduct_dsnp_his_amt	pbp_d_deduct_ape_amt	pbp_d_deduct_14c_amt	pbp_d_deduct_prevdental_amt	pbp_d_deduct_compdental_amt	pbp_d_deduct_eyeexam_amt	pbp_d_deduct_eyewear_amt	pbp_d_deduct_hearexam_amt	pbp_d_deduct_hearaid_amt	pbp_d_inn_deduct_yn	pbp_d_inn_deduct_partb_yn	pbp_d_inn_deduct_amt	pbp_d_inn_deduct_bens	pbp_d_inn_deduct_m_yn	pbp_d_inn_deduct_m_cats	pbp_d_inn_deduct_nm_yn	pbp_d_inn_deduct_nm_cats	pbp_d_comb_deduct_yn	pbp_d_comb_deduct_partb_yn	pbp_d_comb_deduct_amt	pbp_d_comb_deduct_bens	pbp_d_comb_deduct_inn_m_yn	pbp_d_comb_deduct_inn_m_cats	pbp_d_comb_deduct_inn_nm_yn	pbp_d_comb_deduct_inn_nm_cats	pbp_d_comb_deduct_oon_m_yn	pbp_d_comb_deduct_oon_m_cats	pbp_d_comb_deduct_oon_nm_yn	pbp_d_comb_deduct_oon_nm_cats	pbp_d_oon_deduct_yn	pbp_d_oon_deduct_partb_yn	pbp_d_oon_deduct_amt	pbp_d_oon_deduct_bens	pbp_d_oon_deduct_m_yn	pbp_d_oon_deduct_m_cats	pbp_d_oon_deduct_nm_yn	pbp_d_oon_deduct_nm_cats	pbp_d_non_deduct_yn	pbp_d_non_deduct_partb_yn	pbp_d_non_deduct_amt	pbp_d_non_deduct_bens	pbp_d_non_deduct_m_yn	pbp_d_non_deduct_m_cats	pbp_d_non_deduct_nm_yn	pbp_d_non_deduct_nm_cats	pbp_d_out_pocket_amt_yn	pbp_d_out_pocket_amt_type	pbp_d_out_pocket_amt	pbp_d_inn_max_enr_oopc_bens	pbp_d_inn_max_enr_m_yn	pbp_d_inn_max_enr_m_cat_ex	pbp_d_inn_max_enr_nm_yn	pbp_d_inn_max_enr_nm_cat_ex	pbp_d_comb_max_enr_amt_yn	pbp_d_comb_max_enr_amt_type	pbp_d_comb_max_enr_amt	pbp_d_comb_max_enr_oopc_bens	pbp_d_comb_max_enr_inn_m_yn	pbp_d_comb_max_enr_inn_mcat_ex	pbp_d_comb_max_enr_inn_nm_yn	pbp_d_comb_max_enr_inn_nmcatex	pbp_d_comb_max_enr_oon_m_yn	pbp_d_comb_max_enr_oon_mcat_ex	pbp_d_comb_max_enr_oon_nm_yn	pbp_d_comb_max_enr_oon_nmcatex	pbp_d_oon_max_enr_oopc_yn	pbp_d_oon_max_enr_oopc_type	pbp_d_oon_max_enr_oopc_amt	pbp_d_oon_max_enr_oopc_bens	pbp_d_oon_max_enr_m_yn	pbp_d_oon_max_enr_m_cat_ex	pbp_d_oon_max_enr_nm_yn	pbp_d_oon_max_enr_nm_cat_ex	pbp_d_maxenr_oopc_type	pbp_d_maxenr_oopc_amt	pbp_d_maxenr_oopc_bens	pbp_d_maxenr_oopc_m_cats_yn	pbp_d_maxenr_oopc_m_cats	pbp_d_maxenr_oopc_nm_cats_yn	pbp_d_maxenr_oopc_nm_cats	pbp_d_max_plan_ben_cov_yn	pbp_d_max_plan_ben_cov	pbp_d_max_plan_period	pbp_d_max_plan_bens	pbp_d_inn_maxplan_nm_yn	pbp_d_inn_maxplan_nm_cats	pbp_d_oon_maxplan_nm_yn	pbp_d_oon_maxplan_nm_cats	pbp_d_non_maxplan_yn	pbp_d_non_maxplan_amt	pbp_d_non_maxplan_per	pbp_d_non_maxplan_nm_yn	pbp_d_non_maxplan_nm_cats	pbp_d_mplusc_premium	pbp_d_mplusc_bonly_premium	pbp_d_mco_pay_reduct_yn	pbp_d_mco_pay_reduct_amt	pbp_d_mmp_nm_yn	pbp_d_mmp_medcaid_bendesc_cats	pbp_d_mmp_plancov_bendesc_cats	pbp_d_balbill_yn	pbp_d_balbill_prov_cats	pbp_d_balbill_min_pct	pbp_d_balbill_max_pct	pbp_d_msa_ded_amt	pbp_d_msa_annual_amt	pbp_d_rics_yn	pbp_d_rics_cnt	pbp_d_rics_cats_ehc_1	pbp_d_rics_mc_cats_1	pbp_d_rics_nmc_cats_1	pbp_d_rics_max_bene_amt_1	pbp_d_rics_period_1	pbp_d_rics_app_ded_yn_1	pbp_d_rics_mod_1	pbp_d_rics_cats_ehc_2	pbp_d_rics_mc_cats_2	pbp_d_rics_nmc_cats_2	pbp_d_rics_max_bene_amt_2	pbp_d_rics_period_2	pbp_d_rics_app_ded_yn_2	pbp_d_rics_mod_2	pbp_d_rics_cats_ehc_3	pbp_d_rics_mc_cats_3	pbp_d_rics_nmc_cats_3	pbp_d_rics_max_bene_amt_3	pbp_d_rics_period_3	pbp_d_rics_app_ded_yn_3	pbp_d_rics_mod_3	pbp_d_combo_supp_ben_yn	pbp_d_combo_num_grps	pbp_d_combo_nmc_cats_1	pbp_d_combo_max_plan_ben_yn_1	pbp_d_combo_max_plan_ben_amt_1	pbp_d_combo_enrollee_lim_yn_1	pbp_d_combo_nmc_cats_2	pbp_d_combo_max_plan_ben_yn_2	pbp_d_combo_max_plan_ben_amt_2	pbp_d_combo_enrollee_lim_yn_2	pbp_d_combo_nmc_cats_3	pbp_d_combo_max_plan_ben_yn_3	pbp_d_combo_max_plan_ben_amt_3	pbp_d_combo_enrollee_lim_yn_3
H3154	802	0	1	02	01	H3154_802_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3154	811	0	1	02	01	H3154_811_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3154	812	0	1	02	01	H3154_812_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3170	002	0	1	02	01	H3170_002_0	6																																																																																																						2								2												2																1	2	5700.00	01	1				1	2	6700.00	0101	1				1				2															2													44.00		2											2																							2													
H3170	003	1	1	01	01	H3170_003_1	6																																																																																																						2																																				1	2	6250.00	01	1																															2													0.00		2											2																							2													
H3170	003	2	1	01	01	H3170_003_2	6																																																																																																						2																																				1	2	6250.00	01	1																															2													0.00		2											2																							2													
H3192	001	0	1	01	01	H3192_001_0	5																																																																																																						2																																				1	2	3950.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	002	0	1	01	01	H3192_002_0	2																																																																																																						2																																				1	2	4400.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	003	0	1	01	01	H3192_003_0	3																																																																																																						2																																				1	2	4250.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	004	0	1	01	01	H3192_004_0	2																																																																																																						2																																				1	2	4300.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	005	0	1	01	01	H3192_005_0	2																																																																																																						2																																				1	2	4800.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	006	0	1	01	01	H3192_006_0	2																																																																																																						2																																				1	2	4300.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;17a;18a;																												2													0.00		2											2																							2													
H3192	007	0	1	01	01	H3192_007_0	5																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;																															1	2	7550.00	11	1		2	1a;4c;9d;14b;14c1;14c2;14c3;14c4;14c7;14c8;14c9;14c11;14c12;14c15;18a;																												2													0.00		2											2																							2													
H3192	801	0	1	01	01	H3192_801_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H3192	802	0	1	01	01	H3192_802_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H3204	001	0	1	01	01	H3204_001_0	9																																																																																																						2																																				1	2	4500.00	11	1		2	1a;1b;4c;7b;9d;13a;17a;18a;																												2													0.00		2											2																							2													
H3204	007	0	1	01	01	H3204_007_0	7																																																																																																						2																																				1	1	3000.00	11	1		2	1a;1b;4c;7b;9d;13a;17a;18a;																												2													69.50		2											2																							2													
H3204	008	0	1	01	01	H3204_008_0	4																																																																																																						2																																				1	2	4000.00	11	1		2	1a;1b;4c;7b;9d;13a;17a;18a;																												2													0.00		2											2																							2													
H3204	013	4	1	01	01	H3204_013_4	8																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7j;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;																															1	2	7550.00	01	1																															2													0.00		2											2																							2													
H3204	013	5	1	01	01	H3204_013_5	10																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7j;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;																															1	2	7550.00	01	1																															2													0.00		2											2																							2													
H3204	801	0	1	02	01	H3204_801_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3204	802	0	1	02	01	H3204_802_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3204	803	0	1	02	01	H3204_803_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3204	808	0	1	02	01	H3204_808_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;											1	2	7550	01	1				2												2															2															2																																															
H3204	809	0	1	02	01	H3204_809_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;											1	2	6700.00	01	1				2												2															2															2																																															
H3204	810	0	1	02	01	H3204_810_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			1	1		0101	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			1	1		01	2	3-1;3-2;3-3;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;											1	2	6700.00	01	1				2												2															2															2																																															
H3206	001	0	1	04	01	H3206_001_0	7	2																																																																											2																																																														1	2	6700.00	11	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c9;14c12;17a;18a;	1		10000.00	1111	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c12;17a;18a;	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c9;14c12;17a;18a;	2															2													131.10		2											2																							2													
H3206	003	0	1	04	01	H3206_003_0	4	2																																																																											2																																																														1	2	6700.00	11	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c9;14c12;17a;18a;	1		10000.00	1111	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c12;17a;18a;	1		2	1a;1b;4c;7b;9d;13a;14b;14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c9;14c12;17a;18a;	2															2													56.00		2											2																							2													
H3206	801	0	1	04	01	H3206_801_0	1	1	3		2																																																																								2																																																														1	2	6700.00	01	1				1		10000.00	0101	1				1				2															2															2																																															
H3206	802	0	1	04	01	H3206_802_0	1	1	3		2																																																																								2																																																														1	2	6700.00	01	1				1		10000.00	0101	1				1				2															2															2																																															
H3206	803	0	1	04	01	H3206_803_0	1	1	3		2																																																																								2																																																														1	2	6700.00	01	1				1		10000.00	0101	1				1				2															2															2																																															
H3213	011	0	1	01	01	H3213_011_0	4																																																																																																						2																																				1	2	4600.00	01	1																															2													0.00		2											2																							2													
H3213	012	0	1	01	01	H3213_012_0	3																																																																																																						2																																				1	2	5600.00	01	1																															2													0.00		2											2																							2													
H3213	013	0	1	01	01	H3213_013_0	3																																																																																																						1	2	0.00	01	1																																1	2	6700.00	01	1																															2													0.00		2											2																							2													
H3213	014	0	1	01	01	H3213_014_0	3																																																																																																						1	2	0.00	01	1																																1	2	7550.00	01	1																															2													0.00		2											2																							2													
H3213	015	0	1	01	01	H3213_015_0	3																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550.00	01	1																															2													0.00		2											2																							2													
H3213	016	0	1	01	01	H3213_016_0	3																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550.00	01	1																															2													0.00		2											2																							2													
H3219	001	0	1	04	01	H3219_001_0	4	2																																																																											2																																																														1	2	5900.00	11	1		2	1a;4c;7b;9d;13a;14b;14c1;14c3;14c4;14c7;17a;18a;	1		10000.00	1111	1		2	1a;4c;7b;9d;13a;14b;14c1;14c3;14c4;14c7;17a;18a;	1		2	1a;4c;7b;9d;13a;14b;14c1;14c3;14c4;14c7;17a;18a;	2															2													0.00		2											2																							2													
